title,provider,certificate_type,rating,difficulty,students_enrolled,platform,price,reviews,lectures,duration,category
Python Web Programming,,,,,1020,Udemy,100.0,46.0,60.0,6.0,Web Development
Build a Complete Registration and Login System using PHP MVC,,,,1.0,325,Udemy,80.0,50.0,106.0,5.0,Web Development
ES6 / EcmaScript 6 for beginners an introduction,,,,,3227,Udemy,0.0,19.0,21.0,2.0,Web Development
React for visual learners,,,,1.0,659,Udemy,20.0,64.0,26.0,3.5,Web Development
Learn to Create Advance Responsive Websites With Bootstrap,,,,1.0,2528,Udemy,20.0,15.0,30.0,2.0,Web Development
Master the Art of Web Design with HTML & CSS,,,,1.0,550,Udemy,145.0,15.0,59.0,3.0,Web Development
Sell Courses On Your Own Website - No Coding Required!,,,,1.0,1032,Udemy,100.0,9.0,21.0,1.0,Web Development
Implementing a Data Warehouse with SQL Server 2012 ,,,,1.0,1142,Udemy,85.0,148.0,90.0,5.0,Web Development
Learning 200 jQuery Functions with 800 Examples,,,,1.0,1766,Udemy,195.0,38.0,118.0,18.5,Web Development
Create Complete Web Applications easily with APEX 5,,,,,912,Udemy,30.0,128.0,81.0,7.0,Web Development
"Learn Gulp, The Streaming Build System",,,,1.0,1305,Udemy,25.0,38.0,16.0,1.5,Web Development
Perfect React JS Course - Understand Relevant Details,,,,,653,Udemy,200.0,20.0,25.0,1.0,Web Development
Create a classified website in 2 hours - guaranteed,,,,1.0,3411,Udemy,50.0,84.0,22.0,1.0,Web Development
Learn HTML And CSS From Scratch,,,,,11533,Udemy,0.0,240.0,18.0,2.0,Web Development
Become a Certified Web Developer - Beginner to Expert,,,,1.0,3397,Udemy,200.0,12.0,85.0,8.0,Web Development
Complete Bootstrap 4 course - build 3 projects,,,,1.0,7865,Udemy,0.0,241.0,36.0,5.0,Web Development
Up and Running with Phalcon,,,,1.0,715,Udemy,20.0,12.0,12.0,1.5,Web Development
HTML : HTML Awesomeness,,,,,988,Udemy,25.0,23.0,27.0,0.6333333333333333,Web Development
Build CRUD Application - PHP & Mysql,,,,,4405,Udemy,0.0,71.0,12.0,1.5,Web Development
All You Need To Know About AngularJS - Training On AngularJS,,,,1.0,1936,Udemy,50.0,88.0,53.0,5.0,Web Development
PSD To a Creative Landing Page Using Twitter Bootstrap 3,,,,,11666,Udemy,0.0,546.0,20.0,4.0,Web Development
Ready for Production with Spring Boot Actuator,,,,,361,Udemy,55.0,26.0,49.0,2.5,Web Development
AngularJS For Beginners,,,,1.0,30531,Udemy,0.0,1948.0,53.0,3.0,Web Development
Learning Path: Akka: Building Applications and Microservices,,,,,88,Udemy,200.0,8.0,55.0,4.5,Web Development
Set up a localhost Web Server for Faster Website Development,,,,1.0,55,Udemy,30.0,13.0,31.0,1.5,Web Development
Mastering Meteor: Reactive Full Stack JavaScript,,,,,494,Udemy,95.0,46.0,37.0,3.0,Web Development
Build A Professional Wordpress Website In An Hour,,,,1.0,1294,Udemy,20.0,11.0,15.0,1.0,Web Development
Build a file hosting/sharing site in less than 2 hours ,,,,1.0,976,Udemy,20.0,29.0,13.0,1.5,Web Development
Introduction to Java Programming for Online Learners,,,,,1586,Udemy,200.0,87.0,124.0,22.0,Web Development
Create full featured Landing Page in Ruby on Rails in 3 hour,,,,1.0,1550,Udemy,30.0,15.0,23.0,3.0,Web Development
How to create a  video blog with WordPress,,,,1.0,1209,Udemy,25.0,8.0,62.0,4.5,Web Development
PHP For WordPress Development,,,,,850,Udemy,35.0,12.0,16.0,1.0,Web Development
Create a Professional Website Without Programming/Coding,,,,1.0,5421,Udemy,0.0,93.0,20.0,1.5,Web Development
How to Build an Autocomplete System Like Google,,,,1.0,255,Udemy,30.0,5.0,9.0,1.0,Web Development
Master EmberJS : Learn Ember JS From Scratch,,,,1.0,707,Udemy,120.0,59.0,103.0,6.5,Web Development
How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,,,,,6856,Udemy,0.0,137.0,19.0,2.0,Web Development
Learn Top Ten PHP FrameWorks By Building Projects,,,,1.0,1007,Udemy,60.0,96.0,87.0,17.5,Web Development
How to Make a Video Blog Website From Scratch w/ Wordpress ,,,,1.0,12952,Udemy,0.0,163.0,22.0,1.0,Web Development
Build Websites And Apps By Outsourcing,,,,1.0,2299,Udemy,20.0,11.0,22.0,2.0,Web Development
Learning Path: Web Applications with Spring and Angular,,,,,19,Udemy,200.0,2.0,33.0,4.0,Web Development
Learn Ruby on Rails By Building Projects,,,,1.0,1736,Udemy,60.0,79.0,47.0,13.0,Web Development
Canvas image Creator HTML5 JavaScript project from Scratch,,,,,2195,Udemy,100.0,10.0,35.0,3.5,Web Development
Javascript Essentials,,,,,47062,Udemy,0.0,5590.0,41.0,8.5,Web Development
Devtools 2017: The Basics of Chrome Developer Tools,,,,,4569,Udemy,0.0,108.0,18.0,1.0,Web Development
Chrome Extensions : Develop 5 chrome extensions from scratch,,,,,3655,Udemy,0.0,85.0,44.0,2.0,Web Development
Learn how to quickly build websites using Wordpress,,,,1.0,15715,Udemy,0.0,406.0,28.0,3.5,Web Development
Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,,,,,578,Udemy,75.0,40.0,84.0,5.5,Web Development
Develop a Professional OnePage WordPress site With No Coding,,,,,1747,Udemy,20.0,13.0,13.0,1.5,Web Development
PHP Specialist (2017 Edition),,,,,197,Udemy,100.0,11.0,53.0,3.5,Web Development
Python Programming: Create an Digital Marketplace in Django,,,,1.0,4198,Udemy,195.0,145.0,161.0,26.0,Web Development
Create Ajax Chat App with PHP & Mysql,,,,,540,Udemy,45.0,11.0,19.0,1.0,Web Development
Mastering Thymeleaf with Spring,,,,1.0,942,Udemy,75.0,161.0,64.0,4.5,Web Development
Learn Rails Programming in Less than 2 Hours,,,,1.0,2470,Udemy,35.0,24.0,19.0,2.5,Web Development
Wordpress Backup & Restore,,,,1.0,478,Udemy,95.0,37.0,18.0,1.5,Web Development
Learn JavaScript Dynamic Interactive Projects for Beginners,,,,,2558,Udemy,100.0,12.0,36.0,3.0,Web Development
Build Modern Websites Super Fast,,,,1.0,2178,Udemy,25.0,22.0,19.0,1.5,Web Development
SAP - Learn SAPUI5 Professional Development,,,,1.0,860,Udemy,195.0,201.0,56.0,7.0,Web Development
Wordpress Security,,,,1.0,2888,Udemy,95.0,26.0,24.0,2.5,Web Development
Learn HTML5 At Your Own Pace. Ideal for Beginners,,,,1.0,3026,Udemy,50.0,60.0,67.0,7.0,Web Development
Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,,,,1.0,2164,Udemy,20.0,290.0,70.0,8.5,Web Development
Build Real World Websites from Scratch using HTML5 and CSS3,,,,,10874,Udemy,195.0,114.0,59.0,7.5,Web Development
How to become an App Developer,,,,,1935,Udemy,200.0,17.0,10.0,1.0,Web Development
"Modern JavaScript: Building Real-World, Real-Time Apps",,,,,1871,Udemy,50.0,154.0,60.0,13.5,Web Development
JavaScript Introduction to Object Oriented JavaScript,,,,,7789,Udemy,90.0,59.0,23.0,1.5,Web Development
Core HTML How to get online quickly HTML to HTML5 ,,,,,10394,Udemy,90.0,33.0,34.0,3.5,Web Development
Building Websites JavaScript and the DOM,,,,,17759,Udemy,120.0,64.0,37.0,3.0,Web Development
Complete Login and Registration System in PHP and MYSQL,,,,1.0,4714,Udemy,200.0,149.0,28.0,4.0,Web Development
The Complete E-Commerce Web Developer Course 5.0,,,,1.0,3209,Udemy,195.0,58.0,96.0,12.5,Web Development
HTML5 canvas Bootcamp for beginners 25 easy steps,,,,,14118,Udemy,120.0,30.0,27.0,2.0,Web Development
Advanced HTML5 Tutorial for Web Developers,,,,1.0,11847,Udemy,50.0,57.0,57.0,7.5,Web Development
Learn the Basics of Programming for Marketers,,,,,11339,Udemy,55.0,43.0,26.0,3.5,Web Development
Css For Beginners,,,,,1156,Udemy,85.0,13.0,28.0,2.5,Web Development
GRUNT js: Automate web development tasks and save your time,,,,1.0,1534,Udemy,55.0,33.0,18.0,1.5,Web Development
Mastering Web and Mobile Debugging Using Chrome Dev Tools,,,,1.0,1102,Udemy,195.0,12.0,21.0,2.0,Web Development
HTML : Beginner Guide to HTML writing,,,,,783,Udemy,20.0,20.0,13.0,0.6166666666666667,Web Development
Build Web Apps Using EmberJS: The Complete Course,,,,1.0,627,Udemy,40.0,126.0,31.0,4.5,Web Development
SharePoint 2013 Development using C# - Part I,,,,1.0,891,Udemy,50.0,101.0,119.0,8.5,Web Development
SAP Crystal Reports with ASP.Net (Step by step),,,,,7484,Udemy,0.0,304.0,5.0,1.0,Web Development
Building Responsive Data Visualizations with D3 JS,,,,1.0,876,Udemy,85.0,59.0,28.0,2.0,Web Development
Learn Rails Programming in Less than 30 Minute - Lite,,,,1.0,1235,Udemy,20.0,25.0,7.0,0.6333333333333333,Web Development
SASS - Beginner Crash Course,,,,,1143,Udemy,25.0,34.0,13.0,1.0,Web Development
Angular 2 Fundamentals for Web Developers,,,,1.0,450,Udemy,40.0,61.0,41.0,6.0,Web Development
Easily Learn Web Development With Drop & Drag: OptimizePress,,,,,1442,Udemy,20.0,9.0,25.0,2.0,Web Development
XML XSLT - Crash Course for Beginners,,,,1.0,426,Udemy,45.0,4.0,9.0,1.0,Web Development
Create Your Own Successful Online School To Sell Courses,,,,,2814,Udemy,95.0,14.0,39.0,2.0,Web Development
Flask Tutorial Step by Step,,,,,4645,Udemy,0.0,171.0,19.0,2.0,Web Development
Ruby on Rails a Beginners Guide ,,,,,13130,Udemy,0.0,346.0,88.0,6.5,Web Development
Mastering Basic CSS Selectors.,,,,,3933,Udemy,0.0,23.0,14.0,3.0,Web Development
Create a Website Similar to Facebook from Scratch!,,,,1.0,2197,Udemy,25.0,9.0,12.0,1.5,Web Development
Comprehensive TypeScript,,,,1.0,1318,Udemy,125.0,78.0,51.0,4.5,Web Development
"Essential HTML, CSS & HTML5 Training",,,,,1553,Udemy,50.0,35.0,43.0,5.5,Web Development
HTML 5 and CSS 3 - tricks and workarounds,,,,1.0,2007,Udemy,80.0,10.0,113.0,5.5,Web Development
"How to Register a Domain, Set Up Hosting, and Edit Web Pages",,,,,1540,Udemy,45.0,19.0,39.0,3.0,Web Development
WordPress Plugins Treasure Chest,,,,,1655,Udemy,25.0,10.0,44.0,3.0,Web Development
Practical Understanding of PHP and MySQL,,,,,12201,Udemy,0.0,217.0,24.0,5.5,Web Development
"AngularJS for Beginners, Single-Page Applications Made Easy",,,,1.0,1284,Udemy,200.0,46.0,30.0,1.5,Web Development
Building a Social Network in PHP & MySQL From Scratch,,,,1.0,869,Udemy,50.0,125.0,78.0,14.0,Web Development
XML DOM - Crash Course for Beginners,,,,1.0,396,Udemy,45.0,6.0,8.0,0.5666666666666667,Web Development
Create a Powerful Website with the Cool Bootstrap Framework,,,,1.0,7142,Udemy,0.0,41.0,25.0,4.0,Web Development
HTML5 and CSS3 -Start building beautiful websites,,,,1.0,1414,Udemy,150.0,14.0,22.0,2.5,Web Development
Getting Started as a Web Developer,,,,,9833,Udemy,0.0,241.0,15.0,1.0,Web Development
Learn Laravel: Create Your Web App Step-By-Step,,,,1.0,604,Udemy,45.0,47.0,35.0,4.0,Web Development
Professional Web Scraping with Java,,,,,685,Udemy,50.0,37.0,14.0,1.0,Web Development
3D Programming with WebGL and Babylon.js for Beginners,,,,,549,Udemy,200.0,49.0,18.0,2.0,Web Development
Learn to make a colorful one page website,,,,1.0,1220,Udemy,200.0,16.0,16.0,0.5666666666666667,Web Development
WordPress Plugin Tutorial,,,,,1588,Udemy,40.0,8.0,15.0,0.5666666666666667,Web Development
Introduction to HTML,,,,,8371,Udemy,0.0,212.0,18.0,1.5,Web Development
Learn JavaScript From Scratch:Become Top Rated Web Developer,,,,1.0,2570,Udemy,65.0,17.0,87.0,5.0,Web Development
"Installing Wordpress 4 - Installation, Registrars & Hosting",,,,,6117,Udemy,45.0,188.0,28.0,2.5,Web Development
Learn PHP Programming for Absolute Beginners,,,,1.0,5368,Udemy,35.0,78.0,20.0,2.0,Web Development
WordPress for Beginners 2017 + Google AdSense Implementation,,,,1.0,2225,Udemy,195.0,14.0,64.0,6.5,Web Development
JavaScript for beginners in 1 hour,,,,,2086,Udemy,95.0,56.0,22.0,1.0,Web Development
HTML5 and CSS for Beginner To Expert,,,,1.0,1732,Udemy,20.0,15.0,48.0,4.5,Web Development
Become a Kick-Ass Web Developer: From Newbie to Pro,,,,1.0,6751,Udemy,200.0,44.0,353.0,48.5,Web Development
Django Tutorial: Build Your First App Fast & Free! ,,,,,5228,Udemy,20.0,180.0,27.0,2.5,Web Development
Create a social network using PHP Mysqli HTML Css and JQuery,,,,,1477,Udemy,40.0,17.0,27.0,6.0,Web Development
PHP - Send and Receive Mobile Text Messages (SMS),,,,1.0,1626,Udemy,50.0,81.0,18.0,1.5,Web Development
Complete PHP Course with OOP Start to Finish!,,,,1.0,4529,Udemy,200.0,54.0,29.0,2.0,Web Development
Coding Made Easy: HTML & CSS For Beginners,,,,,3254,Udemy,40.0,92.0,16.0,1.5,Web Development
WordPress Security - The Ultimate Security Guide,,,,1.0,2267,Udemy,60.0,17.0,29.0,1.5,Web Development
How to Make a Single Page Website for Freelancers & Agencies,,,,1.0,17463,Udemy,0.0,283.0,30.0,1.5,Web Development
Learn to Use jQuery UI Widgets,,,,,23669,Udemy,0.0,521.0,9.0,1.0,Web Development
Learn to Create Responsive Layouts in 30 Minutes,,,,,5301,Udemy,0.0,174.0,6.0,0.5,Web Development
Web Building Starter Pack. Html Css and JQuery Animations,,,,1.0,1033,Udemy,30.0,16.0,42.0,7.5,Web Development
Getting Started with Angular 2+,,,,,6909,Udemy,0.0,401.0,14.0,2.0,Web Development
Intro to PHP Web Application Development with Symfony,,,,,4040,Udemy,200.0,72.0,20.0,1.5,Web Development
Learn OAuth 2.0 - Theory and Hands On,,,,1.0,546,Udemy,145.0,69.0,21.0,3.0,Web Development
Learning CSS3 - A Comprehensive Tutorial For Web Developers,,,,1.0,2459,Udemy,50.0,107.0,101.0,8.0,Web Development
Professional WordPress Theme Development from Scratch,,,,1.0,1284,Udemy,200.0,173.0,301.0,25.5,Web Development
PHP Zend Framework 1.11:Creating a CRUD Application,,,,1.0,1122,Udemy,40.0,5.0,7.0,0.5833333333333334,Web Development
Write quicker HTML5 and CSS 3; productivity hacks with emmet,,,,1.0,13016,Udemy,0.0,286.0,15.0,1.5,Web Development
The Ultimate jQuery Course,,,,1.0,1098,Udemy,20.0,15.0,54.0,2.5,Web Development
Build an Advanced Single Page with Bootstrap & WordPress,,,,,481,Udemy,95.0,75.0,77.0,6.0,Web Development
Master all PHP ideas 2017 to build any project,,,,,376,Udemy,50.0,19.0,49.0,3.0,Web Development
A Beginner's Guide to the Meteor JavaScript Framework,,,,,898,Udemy,50.0,132.0,40.0,2.0,Web Development
Create an E-commerce website without any coding,,,,1.0,1393,Udemy,20.0,40.0,9.0,0.5166666666666666,Web Development
Learn To Build Apps Using Play Framework,,,,1.0,434,Udemy,40.0,69.0,23.0,5.5,Web Development
Introducing Ionic 2,,,,,394,Udemy,50.0,78.0,22.0,1.5,Web Development
Learn Laravel with Database Migration & Seeding & Faker,,,,1.0,263,Udemy,20.0,14.0,7.0,1.0,Web Development
Create a Client Network by Hosting WordPress Sites,,,,,1061,Udemy,35.0,8.0,17.0,1.0,Web Development
Introduction to PHP Slim Microframework,,,,,1312,Udemy,20.0,19.0,11.0,1.0,Web Development
ASP :basics for beginners,,,,1.0,764,Udemy,35.0,7.0,8.0,1.0,Web Development
"WordPress Development With NodeJS, Gulp, Composer & More",,,,,289,Udemy,25.0,30.0,30.0,4.0,Web Development
Become PHP Facebook Developer: Password-Less Authentication,,,,1.0,4001,Udemy,195.0,8.0,37.0,4.0,Web Development
How To Create Your Very First Website With HTML and CSS,,,,,5097,Udemy,100.0,196.0,37.0,2.0,Web Development
Learn JSON for beginners with JavaScript,,,,,3193,Udemy,200.0,10.0,23.0,1.5,Web Development
Ultimate guide to Social Media Web development integration ,,,,1.0,11011,Udemy,200.0,13.0,36.0,2.5,Web Development
A Complete Laravel basics from beginner to expert,,,,1.0,3492,Udemy,25.0,61.0,12.0,1.5,Web Development
JQuery Basics - Learn JQuery From Scratch,,,,,3559,Udemy,100.0,24.0,18.0,1.0,Web Development
Learn MeteorJS By Building 10 Real World Projects,,,,1.0,2784,Udemy,50.0,221.0,79.0,15.0,Web Development
JavaScript Basics for Beginners Introduction to coding,,,,,5495,Udemy,150.0,52.0,18.0,1.5,Web Development
AngularJS Masterclass - Deep Dive & Understand AngularJS,,,,1.0,2912,Udemy,100.0,309.0,85.0,6.0,Web Development
HTML5 for beginners,,,,,9687,Udemy,195.0,59.0,59.0,5.0,Web Development
All in one HTML CSS and JQuery,,,,1.0,3444,Udemy,20.0,35.0,16.0,3.0,Web Development
Responsive Design with NEW Materialize,,,,1.0,12629,Udemy,75.0,88.0,36.0,1.5,Web Development
Create a Responsive Business Website with WordPress,,,,1.0,1659,Udemy,95.0,73.0,38.0,5.5,Web Development
PHP webservices,,,,1.0,1305,Udemy,30.0,25.0,8.0,0.5666666666666667,Web Development
JavaScript Promises: Applications in ES6 and AngularJS,,,,,651,Udemy,75.0,52.0,20.0,2.5,Web Development
Learn to build 20 websites and build 14 iOS9 apps with swift,,,,1.0,1926,Udemy,40.0,9.0,458.0,22.5,Web Development
Professional CSS Flexbox,,,,,396,Udemy,35.0,130.0,21.0,0.7166666666666667,Web Development
XML :basics for beginners,,,,1.0,1062,Udemy,40.0,12.0,11.0,0.65,Web Development
How to create Paypal and Credit card Payment Buttons,,,,,578,Udemy,65.0,6.0,8.0,1.0,Web Development
Customizr - Learn WordPress with the ultimate creative theme,,,,,4735,Udemy,0.0,81.0,69.0,5.0,Web Development
How To Create a Local Wordpress Environment,,,,,4306,Udemy,0.0,163.0,12.0,0.5166666666666666,Web Development
Fun and creative web engineering with Python and Web2py,,,,1.0,10917,Udemy,0.0,319.0,25.0,2.0,Web Development
WordPress for Beginners - Build Your First Website in 2017,,,,,1701,Udemy,100.0,125.0,88.0,7.0,Web Development
Learn to Make an Animated Image Gallery using HTML5,,,,,11080,Udemy,0.0,165.0,7.0,1.0,Web Development
Projects in Foundation Framework - Learn By Building 10 Apps,,,,1.0,636,Udemy,50.0,33.0,54.0,10.0,Web Development
Drupal for Beginners,,,,,1478,Udemy,30.0,18.0,83.0,5.0,Web Development
Laravel : CRUD Application Using AJAX In Laravel 5.3,,,,,362,Udemy,20.0,19.0,8.0,1.0,Web Development
Foundations of Front-End Web Development,,,,,8337,Udemy,0.0,300.0,129.0,20.5,Web Development
Angular 2 - Superheroic Framework,,,,,702,Udemy,20.0,21.0,30.0,3.0,Web Development
Social Network Web Development,,,,1.0,2698,Udemy,200.0,29.0,57.0,8.0,Web Development
For Free - Deploy Quickly Spring Boot on Heroku With MySQL,,,,1.0,177,Udemy,95.0,19.0,10.0,1.0,Web Development
Building Web Applications with Spring MVC,,,,1.0,714,Udemy,85.0,48.0,28.0,3.0,Web Development
"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",,,,1.0,1062,Udemy,20.0,20.0,32.0,3.5,Web Development
HTML & CSS - Learn to build sleek websites ,,,,1.0,1552,Udemy,55.0,14.0,44.0,3.5,Web Development
Master Angular 2 - The No Nonsense Course,,,,,102,Udemy,25.0,27.0,36.0,2.5,Web Development
Master ASP . NET 4 from scratch,,,,1.0,613,Udemy,50.0,135.0,116.0,16.0,Web Development
CoffeeScript: The Good Parts—Write Better javaScript,,,,,2152,Udemy,50.0,19.0,15.0,2.5,Web Development
Mastering Magento,,,,1.0,1063,Udemy,85.0,101.0,40.0,3.5,Web Development
Ultimate JavaScript Strings,,,,,3142,Udemy,0.0,117.0,20.0,0.6166666666666667,Web Development
Your Own Site in 45 Min: The Complete Wordpress Course,,,,1.0,1566,Udemy,120.0,29.0,36.0,4.0,Web Development
Redirect Your Visitors By Country Easily -Wordpress Tutorial,,,,,2306,Udemy,20.0,3.0,24.0,1.0,Web Development
Learn Knockout JS Framework from GroundUp,,,,1.0,633,Udemy,40.0,104.0,31.0,5.0,Web Development
Build Responsive Websites  in an Hour using Portalfin,,,,1.0,2859,Udemy,0.0,42.0,17.0,0.7333333333333333,Web Development
Master Riot: Learn Riot.js from Scratch,,,,,299,Udemy,125.0,75.0,34.0,3.5,Web Development
Learn W3.CSS,,,,1.0,1002,Udemy,50.0,7.0,10.0,0.5666666666666667,Web Development
Learning Axure RP,,,,1.0,631,Udemy,75.0,103.0,65.0,4.5,Web Development
"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",,,,1.0,1386,Udemy,50.0,17.0,28.0,3.0,Web Development
"Kids Coding -Introduction to HTML, CSS and JavaScript",,,,,2355,Udemy,200.0,143.0,215.0,7.0,Web Development
Introduction to Voice Design with Amazon's Alexa,,,,,6742,Udemy,0.0,1036.0,6.0,0.6833333333333333,Web Development
How to Create a Social Network For a Niche-Related Community,,,,1.0,1853,Udemy,100.0,34.0,39.0,2.0,Web Development
Webpack 1 & 2 - The Complete Guide,,,,1.0,252,Udemy,40.0,46.0,79.0,6.5,Web Development
Star Rating Project AJAX with JSON response from PHP MySQL,,,,,1302,Udemy,120.0,18.0,22.0,1.5,Web Development
Wordpress for beginners :Build Websites Fast without Coding ,,,,1.0,1658,Udemy,50.0,72.0,68.0,5.0,Web Development
ASP.Net MVC Quick Start,,,,,15092,Udemy,0.0,1234.0,65.0,5.5,Web Development
Build a Chatbot integrated Website using Bootstrap 4,,,,1.0,165,Udemy,50.0,13.0,28.0,3.0,Web Development
How To Create A WordPress Website Without Paying A Developer,,,,,4333,Udemy,20.0,16.0,17.0,1.0,Web Development
PSD to Bootstrap 3 for Beginners using HTML & CSS,,,,,976,Udemy,20.0,93.0,46.0,2.5,Web Development
Build Advanced Responsive Websites with Foundation 6 & SASS,,,,1.0,1276,Udemy,200.0,245.0,271.0,22.5,Web Development
